step,loss,grad_norm,learning_rate,rewards/chosen,rewards/rejected,rewards/accuracies,rewards/margins,logps/chosen,logps/rejected,logits/chosen,logits/rejected,epoch
340,0.1635,3.1437599658966064,4.698934280639433e-06,0.8153623342514038,-2.0120596885681152,0.9437500238418579,2.8274216651916504,-111.99427795410156,-135.42543029785156,-3.28190541267395,-3.0779776573181152,0.6044444444444445
350,0.1675,3.471149206161499,4.690053285968028e-06,0.8982270956039429,-2.0261173248291016,0.9375,2.924344301223755,-110.03239440917969,-134.4485626220703,-3.1961262226104736,-3.1022067070007324,0.6222222222222222
360,0.1532,1.3936338424682617,4.6811722912966256e-06,1.039589762687683,-2.035102367401123,0.949999988079071,3.074692487716675,-104.5840072631836,-135.34446716308594,-3.2191848754882812,-3.078256130218506,0.64
370,0.1606,2.4653425216674805,4.672291296625223e-06,0.89813631772995,-2.045980453491211,0.940625011920929,2.9441165924072266,-105.87589263916016,-136.65794372558594,-3.2412467002868652,-3.049194574356079,0.6577777777777778
380,0.112,2.201846122741699,4.663410301953819e-06,1.064048409461975,-2.0944626331329346,0.971875011920929,3.158510684967041,-107.63607025146484,-135.57559204101562,-3.2126784324645996,-3.0309643745422363,0.6755555555555556
390,0.1499,2.5915534496307373,4.654529307282416e-06,0.969113826751709,-2.0974111557006836,0.949999988079071,3.0665249824523926,-106.3625259399414,-134.6407928466797,-3.201000690460205,-3.071566104888916,0.6933333333333334
400,0.1323,1.7156171798706055,4.645648312611013e-06,1.157095193862915,-2.1697914600372314,0.965624988079071,3.3268866539001465,-106.9361343383789,-136.8783721923828,-3.167680501937866,-3.034472942352295,0.7111111111111111
410,0.1385,3.208512783050537,4.6367673179396096e-06,0.9955560564994812,-2.1663124561309814,0.9593750238418579,3.1618685722351074,-107.4739761352539,-137.60459899902344,-3.143665313720703,-3.0325751304626465,0.7288888888888889
420,0.1195,2.1796627044677734,4.627886323268206e-06,0.9954935312271118,-2.2934443950653076,0.965624988079071,3.28893780708313,-107.53125,-139.7647247314453,-3.1683382987976074,-3.016529083251953,0.7466666666666667
430,0.1664,2.2342967987060547,4.619005328596803e-06,0.9026445150375366,-2.2304751873016357,0.940625011920929,3.133119583129883,-108.70964050292969,-137.10671997070312,-3.190403699874878,-3.070453643798828,0.7644444444444445
440,0.1221,4.599005222320557,4.6101243339254e-06,1.1851404905319214,-2.2801029682159424,0.953125,3.465243101119995,-104.8075942993164,-136.32968139648438,-3.1243908405303955,-2.9904465675354004,0.7822222222222223
450,0.1284,1.9502516984939575,4.601243339253997e-06,0.9510036706924438,-2.2571959495544434,0.96875,3.2081997394561768,-107.1595230102539,-137.77175903320312,-3.169477939605713,-2.996581554412842,0.8
460,0.1262,1.7049347162246704,4.5923623445825936e-06,1.0543992519378662,-2.292663097381592,0.9624999761581421,3.347062349319458,-107.57552337646484,-138.54666137695312,-3.115494966506958,-3.018162727355957,0.8177777777777778
470,0.1347,2.8442981243133545,4.58348134991119e-06,1.0991365909576416,-2.2733254432678223,0.9468749761581421,3.3724617958068848,-103.81425476074219,-138.5699005126953,-3.1422672271728516,-2.924191951751709,0.8355555555555556
480,0.1206,1.65355384349823,4.574600355239787e-06,1.0745280981063843,-2.351026773452759,0.96875,3.4255549907684326,-106.5124740600586,-138.46177673339844,-3.093201160430908,-2.9502170085906982,0.8533333333333334
490,0.1657,2.7564709186553955,4.565719360568384e-06,0.9606592059135437,-2.278573513031006,0.925000011920929,3.2392325401306152,-107.40804290771484,-138.1153106689453,-3.0950207710266113,-2.9484171867370605,0.8711111111111111
500,0.1328,3.3571794033050537,4.55683836589698e-06,1.2990648746490479,-2.290555477142334,0.9468749761581421,3.5896201133728027,-104.97724914550781,-136.68576049804688,-3.031346559524536,-3.031369686126709,0.8888888888888888
510,0.122,2.612400770187378,4.5479573712255775e-06,1.1624478101730347,-2.405904769897461,0.96875,3.568352460861206,-103.6250991821289,-138.49960327148438,-3.077192783355713,-2.916718006134033,0.9066666666666666
520,0.1136,1.6942743062973022,4.539076376554175e-06,1.2537987232208252,-2.358442783355713,0.9624999761581421,3.612241744995117,-104.26838684082031,-138.73580932617188,-2.931269645690918,-2.8965697288513184,0.9244444444444444
530,0.1093,2.3965249061584473,4.530195381882771e-06,1.4088832139968872,-2.3653080463409424,0.9593750238418579,3.774190902709961,-106.73458099365234,-139.2229461669922,-2.9272353649139404,-2.8737266063690186,0.9422222222222222
540,0.1434,3.147160291671753,4.521314387211368e-06,0.9588189125061035,-2.375891923904419,0.949999988079071,3.3347105979919434,-107.73500061035156,-138.03941345214844,-3.0620064735412598,-2.8094146251678467,0.96
550,0.1161,2.288646697998047,4.512433392539965e-06,1.270017385482788,-2.418076276779175,0.9593750238418579,3.688093662261963,-105.66267395019531,-139.35256958007812,-3.037290096282959,-2.9728245735168457,0.9777777777777777
560,0.1273,2.0699331760406494,4.5035523978685615e-06,1.0713821649551392,-2.3831896781921387,0.956250011920929,3.454571485519409,-105.746337890625,-139.04080200195312,-3.0028891563415527,-2.9305970668792725,0.9955555555555555
570,0.0657,1.3544811010360718,4.494671403197158e-06,1.5243369340896606,-2.548931837081909,0.9901315569877625,4.073268890380859,-103.79586029052734,-140.44680786132812,-2.8831324577331543,-2.891662359237671,1.0124444444444445
580,0.0762,1.5681488513946533,4.485790408525755e-06,1.2434040307998657,-2.6466052532196045,0.981249988079071,3.8900094032287598,-102.9171371459961,-141.06643676757812,-2.8790171146392822,-2.91418194770813,1.0302222222222222
590,0.061,0.9992014169692993,4.476909413854353e-06,1.5659698247909546,-2.596677541732788,0.9906250238418579,4.162646770477295,-104.3260498046875,-141.37184143066406,-2.940380573272705,-2.8108603954315186,1.048
600,0.0706,1.3525121212005615,4.468028419182949e-06,1.2912156581878662,-2.591259479522705,0.996874988079071,3.8824753761291504,-105.16206359863281,-141.54408264160156,-2.8815226554870605,-2.7902626991271973,1.0657777777777777
610,0.08,0.8954015374183655,4.4591474245115455e-06,1.2666842937469482,-2.601571798324585,0.984375,3.868256092071533,-104.02873229980469,-141.28515625,-2.835585832595825,-2.848973512649536,1.0835555555555556
620,0.0702,0.9493904709815979,4.450266429840143e-06,1.4049009084701538,-2.5874252319335938,0.987500011920929,3.992326021194458,-101.02223205566406,-140.90853881835938,-2.8348288536071777,-2.7961785793304443,1.1013333333333333
630,0.0737,1.93011474609375,4.441385435168739e-06,1.3903530836105347,-2.660282611846924,0.9906250238418579,4.050635814666748,-104.24430084228516,-142.04171752929688,-2.891629219055176,-2.764941692352295,1.1191111111111112
640,0.0541,1.130608081817627,4.432504440497336e-06,1.6547307968139648,-2.6231372356414795,0.9937499761581421,4.277868747711182,-104.46221923828125,-140.9014434814453,-2.723478317260742,-2.716123580932617,1.1368888888888888
650,0.0755,6.275781154632568,4.423623445825933e-06,1.3601537942886353,-2.715646982192993,0.9906250238418579,4.07580041885376,-103.43436431884766,-141.2991943359375,-2.8409509658813477,-2.690859794616699,1.1546666666666667
660,0.0587,2.3871943950653076,4.4147424511545295e-06,1.5985610485076904,-2.6714229583740234,0.996874988079071,4.269983768463135,-99.03218841552734,-142.18435668945312,-2.716111183166504,-2.8306188583374023,1.1724444444444444
670,0.0581,0.9019424319267273,4.405861456483127e-06,1.676863431930542,-2.677367925643921,0.9906250238418579,4.354231357574463,-101.17042541503906,-142.43057250976562,-2.7799508571624756,-2.633739948272705,1.1902222222222223
680,0.0712,1.2154569625854492,4.396980461811723e-06,1.4599449634552002,-2.6869747638702393,0.984375,4.1469197273254395,-101.52333068847656,-140.68142700195312,-2.794126272201538,-2.7220165729522705,1.208
690,0.0715,0.6831252574920654,4.38809946714032e-06,1.5210024118423462,-2.7041735649108887,0.987500011920929,4.225175857543945,-100.6662826538086,-142.5150909423828,-2.7370119094848633,-2.665937662124634,1.2257777777777779
700,0.0859,0.8644993901252747,4.379218472468917e-06,1.5253280401229858,-2.656731605529785,0.971875011920929,4.182059288024902,-101.99299621582031,-140.64280700683594,-2.7620978355407715,-2.7027268409729004,1.2435555555555555
710,0.0581,1.2635668516159058,4.3703374777975135e-06,1.7139734029769897,-2.623723268508911,0.987500011920929,4.337696552276611,-101.86003875732422,-140.5883026123047,-2.7944695949554443,-2.691565752029419,1.2613333333333334
720,0.061,0.940790593624115,4.36145648312611e-06,1.4718449115753174,-2.743567705154419,0.996874988079071,4.21541166305542,-101.53270721435547,-142.5388946533203,-2.6982123851776123,-2.798407793045044,1.279111111111111
730,0.067,1.3216052055358887,4.352575488454707e-06,1.4281374216079712,-2.800788164138794,0.996874988079071,4.2289252281188965,-104.73270416259766,-142.44497680664062,-2.7679295539855957,-2.665034770965576,1.2968888888888888
740,0.0554,1.1384296417236328,4.3436944937833046e-06,1.568259835243225,-2.8185789585113525,0.9937499761581421,4.386838912963867,-101.95622253417969,-141.46847534179688,-2.6329798698425293,-2.647587299346924,1.3146666666666667
750,0.0691,1.5743684768676758,4.334813499111901e-06,1.4049910306930542,-2.730767250061035,0.9937499761581421,4.135758399963379,-102.6305160522461,-142.87550354003906,-2.695547580718994,-2.7712128162384033,1.3324444444444445
760,0.0554,2.0759546756744385,4.3259325044404975e-06,1.8452463150024414,-2.7187693119049072,0.987500011920929,4.5640153884887695,-97.44102478027344,-142.0786895751953,-2.6155495643615723,-2.6476223468780518,1.3502222222222222
770,0.0648,1.0144098997116089,4.317051509769095e-06,1.6398084163665771,-2.6676414012908936,0.984375,4.307449817657471,-100.4766616821289,-142.61880493164062,-2.6320321559906006,-2.6118407249450684,1.3679999999999999
780,0.0773,1.3576346635818481,4.308170515097691e-06,1.31806218624115,-2.854398012161255,0.987500011920929,4.172460079193115,-103.97660827636719,-143.99725341796875,-2.6934523582458496,-2.6468944549560547,1.3857777777777778
790,0.0605,1.7296161651611328,4.299289520426288e-06,1.5459262132644653,-2.816509962081909,0.996874988079071,4.362436294555664,-101.01496887207031,-143.98257446289062,-2.6658427715301514,-2.5667459964752197,1.4035555555555557
800,0.0548,1.8865665197372437,4.290408525754885e-06,1.6867427825927734,-2.8467698097229004,0.9937499761581421,4.533512115478516,-101.2090072631836,-143.4512176513672,-2.620018720626831,-2.587960958480835,1.4213333333333333
810,0.0657,1.5843702554702759,4.281527531083482e-06,1.5965993404388428,-2.8079450130462646,0.987500011920929,4.404543876647949,-102.5030288696289,-143.3140869140625,-2.6367745399475098,-2.624056339263916,1.439111111111111
820,0.0614,1.125204086303711,4.272646536412079e-06,1.5254281759262085,-2.8668813705444336,0.9937499761581421,4.392309665679932,-102.5282974243164,-144.23818969726562,-2.589411497116089,-2.6349971294403076,1.456888888888889
830,0.0561,1.4654603004455566,4.263765541740675e-06,1.7240593433380127,-2.891798496246338,0.987500011920929,4.6158576011657715,-103.9773941040039,-145.43353271484375,-2.5837242603302,-2.5800154209136963,1.4746666666666668
840,0.0503,1.4966894388198853,4.2548845470692725e-06,1.7290163040161133,-2.8742008209228516,1.0,4.603217124938965,-103.77392578125,-144.41897583007812,-2.6479058265686035,-2.541520833969116,1.4924444444444445
850,0.0564,1.085360050201416,4.246003552397869e-06,1.7067508697509766,-2.8543648719787598,0.9937499761581421,4.561115741729736,-101.46598815917969,-143.73297119140625,-2.579580068588257,-2.574970245361328,1.5102222222222221
860,0.0553,1.28199303150177,4.2371225577264655e-06,1.541457176208496,-2.8368940353393555,0.9937499761581421,4.378351211547852,-100.77197265625,-143.61822509765625,-2.5999557971954346,-2.563868999481201,1.528
870,0.0739,2.8421995639801025,4.228241563055063e-06,1.4892040491104126,-2.865945339202881,0.981249988079071,4.355149745941162,-101.7467269897461,-144.20822143554688,-2.6483442783355713,-2.5066473484039307,1.545777777777778
880,0.0557,0.9771815538406372,4.219360568383659e-06,1.629338026046753,-2.8931267261505127,0.996874988079071,4.522464752197266,-103.01686096191406,-143.2710723876953,-2.482484817504883,-2.5941498279571533,1.5635555555555556
890,0.0557,0.9080984592437744,4.2104795737122565e-06,1.6059490442276,-2.8656551837921143,0.9937499761581421,4.471604347229004,-100.51445007324219,-144.81411743164062,-2.4497551918029785,-2.466595411300659,1.5813333333333333
900,0.0534,1.2058533430099487,4.201598579040853e-06,1.7606334686279297,-2.792893886566162,1.0,4.553527355194092,-99.08741760253906,-143.2479248046875,-2.5209543704986572,-2.4868581295013428,1.5991111111111111
910,0.0699,1.1102445125579834,4.1927175843694495e-06,1.4461865425109863,-2.9302496910095215,0.984375,4.376436233520508,-100.7424545288086,-143.70458984375,-2.562119960784912,-2.5097339153289795,1.616888888888889
920,0.0508,0.812515139579773,4.183836589698047e-06,1.5345368385314941,-2.961945056915283,0.996874988079071,4.4964823722839355,-100.46678161621094,-144.9623565673828,-2.4644312858581543,-2.515220880508423,1.6346666666666667
930,0.0467,0.9905608296394348,4.174955595026643e-06,1.8659942150115967,-2.9071526527404785,0.9937499761581421,4.773147106170654,-99.62010192871094,-141.9990997314453,-2.451474189758301,-2.548638343811035,1.6524444444444444
940,0.0542,1.218463659286499,4.16607460035524e-06,1.8417713642120361,-2.9058399200439453,0.9937499761581421,4.747611045837402,-99.38814544677734,-144.54824829101562,-2.3895211219787598,-2.487236976623535,1.6702222222222223
950,0.071,1.500992774963379,4.157193605683837e-06,1.4969230890274048,-2.922046184539795,0.987500011920929,4.41896915435791,-100.16650390625,-146.40818786621094,-2.5404181480407715,-2.475167751312256,1.688
960,0.0506,0.9691444635391235,4.148312611012434e-06,1.7051661014556885,-2.8799593448638916,0.9937499761581421,4.585125923156738,-100.52767181396484,-144.7657928466797,-2.488647699356079,-2.507159948348999,1.7057777777777776
970,0.0583,0.6678979396820068,4.13943161634103e-06,1.5601623058319092,-3.0110106468200684,0.9906250238418579,4.57117223739624,-100.10682678222656,-145.0358428955078,-2.4395148754119873,-2.41298770904541,1.7235555555555555
980,0.0542,1.4319422245025635,4.130550621669627e-06,1.6856495141983032,-2.9518237113952637,0.9906250238418579,4.637473106384277,-101.04747009277344,-144.74667358398438,-2.4332144260406494,-2.5017406940460205,1.7413333333333334
990,0.0615,0.97247314453125,4.1216696269982245e-06,1.6246448755264282,-2.9233975410461426,0.9937499761581421,4.548042297363281,-101.9610595703125,-144.54364013671875,-2.442361354827881,-2.4483871459960938,1.759111111111111
1000,0.0587,0.9603863954544067,4.112788632326821e-06,1.6338012218475342,-3.003065347671509,0.9937499761581421,4.636866569519043,-101.76292419433594,-144.7610626220703,-2.4296982288360596,-2.452009916305542,1.7768888888888887
1010,0.0646,0.9253670573234558,4.1039076376554174e-06,1.7156274318695068,-2.9052233695983887,0.9937499761581421,4.620850563049316,-102.19950103759766,-142.99388122558594,-2.3835909366607666,-2.419353723526001,1.7946666666666666
1020,0.0358,0.38547733426094055,4.095026642984015e-06,1.927342414855957,-3.0458946228027344,0.996874988079071,4.973237037658691,-98.70671081542969,-144.725341796875,-2.326406478881836,-2.415123701095581,1.8124444444444445
1030,0.0571,2.3161838054656982,4.086145648312611e-06,1.633509635925293,-3.082029342651367,0.9937499761581421,4.715539455413818,-104.17445373535156,-146.3986053466797,-2.322089195251465,-2.320838451385498,1.8302222222222222
1040,0.0386,0.5398394465446472,4.077264653641208e-06,1.8405704498291016,-3.017895221710205,0.996874988079071,4.858465671539307,-99.54594421386719,-145.47608947753906,-2.3206353187561035,-2.3506648540496826,1.8479999999999999
1050,0.0651,1.178436517715454,4.068383658969805e-06,1.7254126071929932,-3.0047192573547363,0.981249988079071,4.730132102966309,-99.62734985351562,-145.29061889648438,-2.2344958782196045,-2.3109679222106934,1.8657777777777778
1060,0.0525,0.9351768493652344,4.059502664298402e-06,1.779849648475647,-3.0419442653656006,1.0,4.821794033050537,-103.03437805175781,-144.69107055664062,-2.2903172969818115,-2.367736339569092,1.8835555555555556
1070,0.0567,0.5936145186424255,4.050621669626999e-06,1.7289879322052002,-3.0208001136779785,0.9937499761581421,4.7497878074646,-101.84861755371094,-144.8710479736328,-2.2437121868133545,-2.404025077819824,1.9013333333333333
1080,0.0608,1.5890361070632935,4.041740674955595e-06,1.5029382705688477,-3.10064959526062,0.9937499761581421,4.603587627410889,-103.87269592285156,-146.48831176757812,-2.2384939193725586,-2.3568148612976074,1.919111111111111
1090,0.0453,0.5042705535888672,4.0328596802841925e-06,1.9866816997528076,-3.019949436187744,0.9937499761581421,5.006631374359131,-99.11500549316406,-143.82894897460938,-2.3775572776794434,-2.3814327716827393,1.9368888888888889
1100,0.051,1.7314057350158691,4.023978685612789e-06,1.7766237258911133,-3.025982618331909,0.9906250238418579,4.802605628967285,-100.60858154296875,-145.81564331054688,-2.279560089111328,-2.30202054977417,1.9546666666666668
1110,0.0391,0.8625339865684509,4.015097690941385e-06,2.0246834754943848,-3.0620734691619873,0.9937499761581421,5.086757183074951,-100.68630981445312,-146.76248168945312,-2.1826443672180176,-2.266669750213623,1.9724444444444444
1120,0.059,0.8172223567962646,4.006216696269983e-06,1.628566026687622,-3.163318157196045,0.987500011920929,4.791883945465088,-99.7963638305664,-145.18276977539062,-2.1963963508605957,-2.356099843978882,1.9902222222222221
1130,0.0348,0.7350088357925415,3.997335701598579e-06,1.860204815864563,-3.1712770462036133,0.9967105388641357,5.031482219696045,-97.6146469116211,-145.64430236816406,-2.1771175861358643,-2.2847132682800293,2.007111111111111
1140,0.022,0.3998999297618866,3.9884547069271765e-06,2.0512030124664307,-3.220484495162964,1.0,5.271687984466553,-97.62186431884766,-146.6545867919922,-2.1057844161987305,-2.3064305782318115,2.024888888888889
1150,0.0218,0.3816612660884857,3.979573712255773e-06,2.1886990070343018,-3.1816413402557373,1.0,5.370340347290039,-96.535400390625,-147.0398712158203,-2.13565731048584,-2.2665774822235107,2.042666666666667
1160,0.0249,0.6176518797874451,3.970692717584369e-06,1.8469703197479248,-3.258431911468506,1.0,5.10540246963501,-97.30644226074219,-148.46920776367188,-2.1446423530578613,-2.242644786834717,2.0604444444444443
1170,0.0248,0.5499529838562012,3.961811722912967e-06,1.9318357706069946,-3.240579128265381,1.0,5.172415256500244,-97.61143493652344,-147.0685577392578,-2.287612199783325,-2.1719651222229004,2.078222222222222
1180,0.0269,0.6490778923034668,3.952930728241563e-06,2.0320091247558594,-3.1790881156921387,0.996874988079071,5.21109676361084,-99.44261169433594,-147.23709106445312,-2.16957426071167,-2.172513961791992,2.096
1190,0.0299,0.5451679825782776,3.94404973357016e-06,1.9011108875274658,-3.275463581085205,0.996874988079071,5.176574230194092,-98.06733703613281,-147.3741455078125,-2.1552724838256836,-2.1800150871276855,2.113777777777778
1200,0.0206,0.42231759428977966,3.935168738898757e-06,1.964485764503479,-3.1904685497283936,1.0,5.15495491027832,-99.0353775024414,-145.01402282714844,-2.1007933616638184,-2.1527247428894043,2.1315555555555554
1210,0.0209,0.3726747930049896,3.926287744227354e-06,2.136423349380493,-3.2401161193847656,1.0,5.376539707183838,-94.95355224609375,-146.79518127441406,-2.0494697093963623,-2.089099645614624,2.1493333333333333
1220,0.0259,0.4583216905593872,3.917406749555951e-06,1.800816535949707,-3.3072445392608643,1.0,5.108060359954834,-96.62841033935547,-148.9345245361328,-2.1173434257507324,-2.110480308532715,2.167111111111111
1230,0.0261,0.6576690673828125,3.908525754884547e-06,1.7993347644805908,-3.285794734954834,1.0,5.0851287841796875,-95.99555206298828,-147.5887908935547,-2.0654518604278564,-2.1304819583892822,2.1848888888888887
1240,0.0288,0.4268034100532532,3.8996447602131445e-06,1.856419563293457,-3.3493638038635254,1.0,5.205782890319824,-103.73677825927734,-148.56027221679688,-2.0486135482788086,-2.120619297027588,2.2026666666666666
1250,0.0288,1.300923228263855,3.890763765541741e-06,1.8873202800750732,-3.318662166595459,1.0,5.205982208251953,-95.48587799072266,-148.29776000976562,-2.0119881629943848,-2.202094078063965,2.2204444444444444
1260,0.0196,0.47254228591918945,3.881882770870337e-06,2.0153794288635254,-3.3807532787323,1.0,5.396132469177246,-97.14942932128906,-148.26626586914062,-2.040769577026367,-2.172295331954956,2.2382222222222223
1270,0.0328,0.9125848412513733,3.873001776198935e-06,1.8446142673492432,-3.311917781829834,1.0,5.156532287597656,-98.85506439208984,-148.9246826171875,-2.1236813068389893,-2.073441743850708,2.2560000000000002
1280,0.0265,0.4960823655128479,3.864120781527532e-06,1.8700307607650757,-3.237821102142334,1.0,5.107851982116699,-98.78236389160156,-148.1501007080078,-1.9903446435928345,-2.091540813446045,2.2737777777777777
1290,0.028,0.4178459644317627,3.8552397868561285e-06,1.8548110723495483,-3.303433656692505,0.996874988079071,5.158244609832764,-97.60844421386719,-146.55636596679688,-1.9718157052993774,-2.0554680824279785,2.2915555555555556
